year,month,COUNTRY,est,se,iso3
2019,2,Argentina,0,0,ARG
2019,2,Austria,0,0,AUT
2019,2,Belgium,0,3.69526170773682E-08,BEL
2019,2,Brazil,0,0,BRA
2019,2,Chile,0,3.78532236666729E-08,CHL
2019,2,China,0,0,CHN
2019,2,Colombia,0,0,COL
2019,2,Costa Rica,0,0.197608292543935,CRI
2019,2,Czechia,0,8.80295836225287E-10,CZE
2019,2,Dominican Republic,0,0.0148208080829533,DOM
2019,2,Ecuador,0,0,ECU
2019,2,Ethiopia,0,0.332922872494288,ETH
2019,2,France,0,0,FRA
2019,2,Germany,0,0,DEU
2019,2,Guatemala,0,0.553709533270251,GTM
2019,2,Hungary,0,2.51557973470762E-05,HUN
2019,2,India,0,0,IND
2019,2,Indonesia,0,0.553709533270251,IDN
2019,2,Ireland,0,1.28007286992471E-08,IRL
2019,2,Italy,0,0,ITA
2019,2,Japan,0,0,JPN
2019,2,Mexico,0,0,MEX
2019,2,Netherlands,0,0,NLD
2019,2,Pakistan,0,0,PAK
2019,2,Peru,0,6.73171480558565E-07,PER
2019,2,Portugal,0,0,PRT
2019,2,Russia,0,0,RUS
2019,2,Serbia,0,0,SRB
2019,2,South Africa,0,0,ZAF
2019,2,Spain,0,0,ESP
2019,2,United Arab Emirates,0,0.375101188808949,ARE
2019,2,United Kingdom,0,0,GBR
2019,2,United States,0,0,USA
2019,2,Venezuela,0,1.3327431169774E-07,VEN
