year,month,COUNTRY,est,se,iso3
2017,5,Algeria,0,0,DZA
2017,5,Argentina,0,0,ARG
2017,5,Austria,0,3.76920716860241E-13,AUT
2017,5,Belgium,0,0.553709533270251,BEL
2017,5,Bolivia,0,0.169431134712103,BOL
2017,5,Brazil,0,0,BRA
2017,5,China,0,0,CHN
2017,5,Colombia,0,0,COL
2017,5,Costa Rica,0,0,CRI
2017,5,Croatia,0,0,HRV
2017,5,Czechia,0,2.6522546048291E-08,CZE
2017,5,Denmark,0,0,DNK
2017,5,Dominican Republic,0,0.0279616871478128,DOM
2017,5,Ecuador,0,0.553709533270251,ECU
2017,5,El Salvador,0,3.50534066295705E-06,SLV
2017,5,France,0,0,FRA
2017,5,Germany,0,0,DEU
2017,5,Greece,0,0,GRC
2017,5,Guatemala,0,2.19152827951596E-06,GTM
2017,5,Hungary,0,0.553709533270251,HUN
2017,5,India,0,0,IND
2017,5,Indonesia,0,4.9960036108132E-15,IDN
2017,5,Ireland,0,0.0442052811176097,IRL
2017,5,Italy,0,0,ITA
2017,5,Malaysia,0,1.49518175618368E-11,MYS
2017,5,Mexico,0,0,MEX
2017,5,Mozambique,0,0,MOZ
2017,5,Pakistan,0,3.04840125174843E-05,PAK
2017,5,Paraguay,0,0,PRY
2017,5,Peru,0,0,PER
2017,5,Portugal,0,0,PRT
2017,5,Saudi Arabia,0,0.169759592554789,SAU
2017,5,Serbia,0,0.0252463788991438,SRB
2017,5,South Africa,0,3.31498708427969E-06,ZAF
2017,5,Spain,0,0,ESP
2017,5,Sri Lanka,0,3.61324858921819E-10,LKA
2017,5,Sweden,0,0,SWE
2017,5,Switzerland,0,0,CHE
2017,5,Ukraine,0,9.02437791161503E-09,UKR
2017,5,United Kingdom,0,0,GBR
2017,5,United States,0,0,USA
2017,5,Uruguay,0,0.299692389145195,URY
2017,5,Venezuela,0,0,VEN
