year,month,COUNTRY,est,se,iso3
2015,4,Algeria,0,3.00789843032945E-07,DZA
2015,4,Austria,0,0,AUT
2015,4,Belgium,0,9.0437144154687E-05,BEL
2015,4,Chile,0,0,CHL
2015,4,Croatia,0,0,HRV
2015,4,Denmark,0,0,DNK
2015,4,France,0,0,FRA
2015,4,Germany,0,0.210615949033836,DEU
2015,4,Ghana,0,0.306590176151962,GHA
2015,4,Greece,0,0,GRC
2015,4,Ireland,0,0,IRL
2015,4,Italy,0,0,ITA
2015,4,Malta,0,0,MLT
2015,4,Mexico,0,0,MEX
2015,4,Morocco,0,0,MAR
2015,4,Netherlands,0,0,NLD
2015,4,Nicaragua,0,0,NIC
2015,4,Portugal,0,0.393497523454012,PRT
2015,4,Senegal,0,0,SEN
2015,4,Spain,0,0,ESP
2015,4,Switzerland,0,0.553709533270251,CHE
2015,4,United Kingdom,0,0,GBR
2015,4,United States,0,0,USA
