year,month,COUNTRY,est,se,iso3
2016,3,Algeria,0,0.00464224889592879,DZA
2016,3,Argentina,0,0,ARG
2016,3,Australia,0,0.000480638673682754,AUS
2016,3,Bangladesh,0,0.553709533270251,BGD
2016,3,Belgium,0,0,BEL
2016,3,Bolivia,0,1.02170904536791E-06,BOL
2016,3,Brazil,0,0,BRA
2016,3,Cambodia,0,1.55472301699433E-11,KHM
2016,3,Chile,0,0,CHL
2016,3,China,0,0,CHN
2016,3,Colombia,0,0,COL
2016,3,Costa Rica,0,0.0152900587718272,CRI
2016,3,Croatia,0,0,HRV
2016,3,Dominican Republic,0,0,DOM
2016,3,Ecuador,0,0,ECU
2016,3,France,0,0,FRA
2016,3,Germany,0,0,DEU
2016,3,Hungary,0,0,HUN
2016,3,India,0,5.55111512312578E-16,IND
2016,3,Indonesia,0,5.69949765161226E-09,IDN
2016,3,Italy,0,0.000206691570663664,ITA
2016,3,Japan,0,0.0468218404579932,JPN
2016,3,Luxembourg,0,1.35427572711677E-07,LUX
2016,3,Malaysia,0,4.37614512072138E-06,MYS
2016,3,Mexico,0,0,MEX
2016,3,Morocco,0,0.231760821541893,MAR
2016,3,Netherlands,0,0,NLD
2016,3,Nicaragua,0,0.287649380731786,NIC
2016,3,Norway,0,0,NOR
2016,3,Panama,0,2.4112906757634E-05,PAN
2016,3,Paraguay,0,2.5113231102547E-05,PRY
2016,3,Peru,0,0,PER
2016,3,Portugal,0,0,PRT
2016,3,Serbia,0,0,SRB
2016,3,South Africa,0,0.0285249425267418,ZAF
2016,3,Spain,0,0,ESP
2016,3,Sweden,0,0,SWE
2016,3,Switzerland,0,0,CHE
2016,3,Taiwan,0,0.0800308404997309,TWN
2016,3,Uganda,0,0.169125415894702,UGA
2016,3,United Kingdom,0,0,GBR
2016,3,United States,0,0,USA
2016,3,Uruguay,0,1.31920674162345E-07,URY
2016,3,Venezuela,0,0.00194837433962791,VEN
2016,3,Vietnam,0,0,VNM
