year,month,COUNTRY,est,se,iso3
2016,5,Algeria,0,1.93548354998629E-06,DZA
2016,5,Argentina,0,0,ARG
2016,5,Australia,0,0.0515147891930119,AUS
2016,5,Belgium,0,0,BEL
2016,5,Bolivia,0,0,BOL
2016,5,Brazil,0,0,BRA
2016,5,Canada,0,0.306513400113846,CAN
2016,5,Chile,0,0,CHL
2016,5,China,0,0,CHN
2016,5,Colombia,0,0,COL
2016,5,Costa Rica,0,0.438820657133827,CRI
2016,5,Croatia,0,0,HRV
2016,5,Czechia,0,0.000423289562390905,CZE
2016,5,Democratic Republic of the Congo,0,0.553709533270251,COD
2016,5,Dominican Republic,0,0,DOM
2016,5,Ecuador,0,0,ECU
2016,5,Ethiopia,0,0.16566465496099,ETH
2016,5,France,0,0,FRA
2016,5,Germany,0,0,DEU
2016,5,Guatemala,0,7.06500171105961E-05,GTM
2016,5,Haiti,0,1.32600901570079E-05,HTI
2016,5,India,0,0,IND
2016,5,Indonesia,0,2.61005734165654E-05,IDN
2016,5,Iran,0,5.73133813663862E-06,IRN
2016,5,Ireland,0,1.59093183071946E-10,IRL
2016,5,Italy,0,0,ITA
2016,5,Lithuania,0,0.553709533270251,LTU
2016,5,Malaysia,0,0.55370935838035,MYS
2016,5,Mexico,0,0,MEX
2016,5,Morocco,0,0.553709533270251,MAR
2016,5,Mozambique,0,0,MOZ
2016,5,Nepal,0,0.000307291242226393,NPL
2016,5,Netherlands,0,0,NLD
2016,5,Pakistan,0,0.0137526851815727,PAK
2016,5,Panama,0,2.52020626589911E-14,PAN
2016,5,Paraguay,0,6.58718635193623E-11,PRY
2016,5,Peru,0,0,PER
2016,5,Poland,0,0.553709533270251,POL
2016,5,Portugal,0,0,PRT
2016,5,South Africa,0,0.304815544676443,ZAF
2016,5,Spain,0,0,ESP
2016,5,Sweden,0,0,SWE
2016,5,Switzerland,0,3.12350932896166E-08,CHE
2016,5,Turkey,0,0.0268115967879889,TUR
2016,5,Uganda,0,2.41466735495521E-10,UGA
2016,5,United Kingdom,0,0,GBR
2016,5,United States,0,0,USA
2016,5,Uruguay,0,1.20348175869367E-13,URY
2016,5,Venezuela,0,0.0158366629331735,VEN
