year,month,COUNTRY,est,se,iso3
2015,6,Algeria,0,9.76691342913227E-07,DZA
2015,6,Austria,0,2.94505659081956E-07,AUT
2015,6,Belgium,0,0,BEL
2015,6,Cambodia,0,0,KHM
2015,6,Chile,0,0,CHL
2015,6,Colombia,0,0.500405604466525,COL
2015,6,Croatia,0,0,HRV
2015,6,Estonia,0,0,EST
2015,6,France,0,0,FRA
2015,6,Germany,0,0,DEU
2015,6,Indonesia,0,0.000201638633560486,IDN
2015,6,Italy,0,0,ITA
2015,6,Japan,0,0.00167856135847577,JPN
2015,6,Mexico,0,0,MEX
2015,6,Morocco,0,0,MAR
2015,6,Netherlands,0,0,NLD
2015,6,Nicaragua,0,0,NIC
2015,6,Norway,0,0.156889982470857,NOR
2015,6,Poland,0,0,POL
2015,6,Romania,0,0,ROU
2015,6,Serbia,0,5.575757751064E-07,SRB
2015,6,Spain,0,0,ESP
2015,6,Switzerland,0,0,CHE
2015,6,Ukraine,0,0.103956348565315,UKR
2015,6,United Kingdom,0,0,GBR
2015,6,United States,0,0,USA
2015,6,Vietnam,0,0,VNM
