year,month,ID_1,est,se
2019,04,ARG.1_1,0,0.09381853958035169
2019,04,ARG.12_1,0,0
2019,04,ARG.13_1,0,0.15737896644891292
2019,04,ARG.24_1,0,1.77280412572145e-12
2019,04,ARG.5_1,0,8.259586418035703e-6
2019,04,AUS.7_1,0,0.09278333511892489
2019,04,AUT.3_1,0,0
2019,04,AUT.4_1,0,0
2019,04,AUT.9_1,0,0
2019,04,BEL.1_1,0,0
2019,04,BEL.2_1,0,0
2019,04,BEN.3_1,0,0.013284709111758941
2019,04,BGD.5_1,0,2.10837030145683e-6
2019,04,BRA.13_1,0,0.07323784238821929
2019,04,BRA.17_1,0,0.0928721539003674
2019,04,BRA.19_1,0,0
2019,04,BRA.7_1,0,0
2019,04,BWA.1_1,0,0
2019,04,CHE.26_1,0,1.8992940553630433e-10
2019,04,CHE.8_1,0,0
2019,04,CHL.14_1,0,3.375744644151801e-5
2019,04,CHL.6_1,0,0.1557593623352329
2019,04,CHL.8_1,0,0.1543669605440131
2019,04,CHN.HKG,0,0
2019,04,COL.15_2,0,0.012311060326378964
2019,04,COL.25_2,0,0.04736150852529131
2019,04,COL.26_2,0,0.0015372155475447125
2019,04,COL.4_2,0,0
2019,04,COL.5_2,0,5.714617504389841e-4
2019,04,COL.6_2,0,0
2019,04,CRI.3_1,0,0
2019,04,CZE.1_1,0,0
2019,04,DEU.1_1,0,0.4753123401603554
2019,04,DEU.10_1,0,0.024612611512768723
2019,04,DEU.2_1,0,0
2019,04,DEU.3_1,0,0
2019,04,DEU.7_1,0,0
2019,04,ECU.11_1,0,0.026549233680991602
2019,04,ECU.19_1,0,0
2019,04,ESP.1_1,0,0
2019,04,ESP.10_1,0,0
2019,04,ESP.11_1,0,0
2019,04,ESP.12_1,0,0
2019,04,ESP.13_1,0,0
2019,04,ESP.14_1,0,0
2019,04,ESP.15_1,0,0
2019,04,ESP.16_1,0,0
2019,04,ESP.17_1,0,0
2019,04,ESP.18_1,0,0
2019,04,ESP.2_1,0,0
2019,04,ESP.3_1,0,0
2019,04,ESP.4_1,0,0
2019,04,ESP.5_1,0,0
2019,04,ESP.6_1,0,0
2019,04,ESP.8_1,0,0
2019,04,ESP.9_1,0,0
2019,04,FJI.1_1,0,0
2019,04,FRA.1_1,0,0.013784571190390116
2019,04,FRA.10_1,0,0
2019,04,FRA.11_1,0,0
2019,04,FRA.12_1,0,0
2019,04,FRA.13_1,0,0
2019,04,FRA.3_1,0,0
2019,04,FRA.4_1,0,0
2019,04,FRA.9_1,0,0
2019,04,GBR.1_1,0,0
2019,04,GHA.3_1,0,0
2019,04,GRC.1_1,0,0
