year,month,ID_2,est,se
2021,04,AFG.22.17_1,0,0.015952950975765545
2021,04,ALB.1.1_1,0,3.61499585760372e-4
2021,04,ALB.11.2_1,0,1.6653345369377348e-15
2021,04,ARE.2.32_1,0.0055248618784530384,1
2021,04,ARE.3.3_1,0,0.3065942472343597
2021,04,ARE.3.4_1,0,0.3065940259746254
2021,04,ARE.3.9_1,0,0.07620697895232065
2021,04,ARE.6.48_1,0,0.5537095332702514
2021,04,ARE.6.68_1,0,0.16976391605244834
2021,04,ARG.1.111_1,0,0.09384817625502606
2021,04,ARG.1.28_1,0,0.30659111936557115
2021,04,ARG.1.40_1,0,0.5537095332702514
2021,04,ARG.1.52_1,0,0.09399913384526426
2021,04,ARG.1.54_1,0.0055248618784530384,1
2021,04,ARG.1.71_1,0,0.04323677939069259
2021,04,ARG.1.78_1,0,0.5537095332702514
2021,04,ARG.1.81_1,0,0.5537095332702514
2021,04,ARG.1.92_1,0,0.5537095332702514
2021,04,ARG.10.1_1,0.0055248618784530384,1
2021,04,ARG.13.6_1,0,0.5537095332702514
2021,04,ARG.17.4_1,0,3.7788879359013094e-7
2021,04,ARG.2.15_1,0,0.5537095332702514
2021,04,ARG.21.16_1,0.0055248618784530384,1
2021,04,ARG.3.20_1,0,0.5537095332702514
2021,04,ARG.3.3_1,0,4.3129461241742106e-5
2021,04,ARG.5.1_1,0.0055248618784530384,1
2021,04,ARG.6.15_1,0,0.169764124312894
2021,04,ARG.7.3_1,0,0.5537095332702514
2021,04,ARG.8.1_1,0,0.169762306077351
2021,04,ARG.8.13_1,0,0.16976407000989835
2021,04,ARG.8.8_1,0.0055248618784530384,1
2021,04,AUT.3.14_1,0,8.194787557469496e-4
2021,04,AUT.3.4_1,0,0.1619844817028233
2021,04,AUT.4.15_1,0.0055248618784530384,1
2021,04,AUT.7.3_1,0,0.30446637891259254
2021,04,AUT.9.1_1,0,0.3065942472343597
2021,04,AZE.1.2_1,0,0.09400003243720367
2021,04,BEL.1.1_1,0,1.6670555063669212e-4
2021,04,BEL.2.1_1,0,0.008601637142207186
2021,04,BEL.2.3_1,0,0.06136806922076754
2021,04,BEL.2.4_1,0,0
2021,04,BEL.2.5_1,0,0
2021,04,BFA.7.1_1,0,0.3065941872499326
2021,04,BGD.1.6_1,0,0.16946471781689532
2021,04,BGD.2.2_1,0,0.1697637156047499
