year,month,COUNTRY,est,se,iso3
2017,1,Algeria,0,0,DZA
2017,1,Argentina,0,0,ARG
2017,1,Australia,0,1.72287308775054E-06,AUS
2017,1,Belgium,0,0,BEL
2017,1,Bolivia,0,0.0832577524894038,BOL
2017,1,Brazil,0,0,BRA
2017,1,Bulgaria,0,0,BGR
2017,1,Cambodia,0,9.08677577626804E-11,KHM
2017,1,Chile,0,0,CHL
2017,1,China,0,0,CHN
2017,1,Colombia,0,0,COL
2017,1,Costa Rica,0,0,CRI
2017,1,Ecuador,0,0.30659424723436,ECU
2017,1,El Salvador,0,0.306594153318883,SLV
2017,1,France,0,0,FRA
2017,1,Germany,0,0,DEU
2017,1,Greece,0,0,GRC
2017,1,Hungary,0,0,HUN
2017,1,India,0,0.3065924723543,IND
2017,1,Indonesia,0,0,IDN
2017,1,Italy,0,0,ITA
2017,1,Japan,0,0.110307898448998,JPN
2017,1,Mexico,0,0,MEX
2017,1,Mongolia,0,0,MNG
2017,1,Myanmar,0,0.0215092710799505,MMR
2017,1,Palestine,0,0.553709533270251,PSE
2017,1,Panama,0,4.53919971280525E-05,PAN
2017,1,Paraguay,0,9.56092094384076E-10,PRY
2017,1,Peru,0,0,PER
2017,1,Philippines,0,0,PHL
2017,1,Portugal,0,0,PRT
2017,1,Russia,0,0,RUS
2017,1,South Africa,0,0.304622826852346,ZAF
2017,1,Spain,0,0,ESP
2017,1,Sri Lanka,0,0.367565876350662,LKA
2017,1,Sweden,0,0.18075054983934,SWE
2017,1,Thailand,0,1.09746112197939E-08,THA
2017,1,United Kingdom,0,0,GBR
2017,1,United States,0,0,USA
2017,1,Vietnam,0,0,VNM
